Date,Open,High,Low,Close,Adj Close,Volume
2003-03-12,7.750000,9.195000,7.750000,8.812500,7.507206,24669040
2003-03-13,8.700000,9.332500,8.700000,9.000000,7.666933,23553560
2003-03-14,9.000000,9.000000,9.000000,9.000000,7.666933,0
2003-03-17,9.000000,9.000000,8.382500,8.550000,7.283587,3533080
2003-03-18,8.550000,8.550000,8.550000,8.550000,7.283587,0
2003-03-19,8.700000,8.945000,8.635000,8.837500,7.528503,2137240
2003-03-20,8.790000,9.560000,8.750000,9.177500,7.818141,8665540
2003-03-21,9.150000,9.590000,9.150000,9.277500,7.903331,4546980
2003-03-24,9.750000,10.290000,9.575000,10.072500,8.580578,15818280
2003-03-25,10.020000,11.100000,9.840000,10.900000,9.285508,31668880
2003-03-26,10.940000,11.590000,10.850000,10.985000,9.357920,33125460
2003-03-27,11.002500,11.080000,10.250000,10.370000,8.834012,20628560
2003-03-28,10.250000,12.042500,10.250000,11.722500,9.986182,53603440
2003-03-31,11.400000,11.737500,10.850000,10.957500,9.334495,30536520
2003-04-01,11.200000,11.915000,11.047500,11.537500,9.828585,24699800
2003-04-02,11.695000,11.897500,11.525000,11.790000,10.043684,11719560
2003-04-03,11.905000,12.185000,11.750000,11.817500,10.067109,11939360
2003-04-04,11.805000,11.920000,11.650000,11.682500,9.952106,6654500
2003-04-07,11.750000,11.962500,11.717500,11.810000,10.060721,5479520
2003-04-08,11.750000,13.040000,11.750000,12.525000,10.669814,25894860
2003-04-09,12.552500,13.192500,12.552500,12.782500,10.889175,14023080
2003-04-10,12.900000,12.900000,12.100000,12.190000,10.384435,5010260
2003-04-11,12.225000,12.695000,12.050000,12.405000,10.567591,2732600
2003-04-14,12.405000,12.405000,12.405000,12.405000,10.567591,0
2003-04-15,12.700000,13.750000,12.627500,12.807500,10.910471,5449060
2003-04-16,12.975000,13.100000,12.457500,12.597500,10.731577,3303560
2003-04-17,12.700000,12.750000,12.175000,12.302500,10.480273,4404860
2003-04-18,12.302500,12.302500,12.302500,12.302500,10.480273,0
2003-04-21,12.500000,12.687500,12.212500,12.267500,10.450457,2083740
2003-04-22,12.335000,12.925000,12.010000,12.815000,10.916861,10753540
2003-04-23,12.985000,13.192500,12.700000,12.992500,11.068071,8406660
2003-04-24,13.150000,13.150000,12.757500,12.822500,10.923249,3004880
2003-04-25,12.882500,12.990000,12.400000,12.755000,10.865748,2550300
2003-04-28,12.800000,13.465000,12.575000,13.292500,11.323634,6320860
2003-04-29,13.350000,14.165000,13.350000,13.882500,11.826244,19040060
2003-04-30,13.775000,14.750000,13.750000,14.512500,12.362932,13973620
2003-05-01,14.512500,14.512500,14.512500,14.512500,12.362932,0
2003-05-02,14.795000,15.070000,14.307500,14.480000,12.335243,17681420
2003-05-05,14.637500,14.790000,13.655000,13.932500,11.868838,9284660
2003-05-06,14.095000,14.685000,14.000000,14.410000,12.275611,9803840
2003-05-07,14.600000,14.785000,14.252500,14.330000,12.207462,8567560
2003-05-08,14.250000,14.470000,13.915000,13.992500,11.919951,5121320
2003-05-09,14.095000,14.285000,13.860000,14.087500,12.000880,6113440
2003-05-12,14.250000,14.700000,14.102500,14.452500,12.311816,7107040
2003-05-13,14.550000,14.685000,14.095000,14.180000,12.079679,5071980
2003-05-14,14.282500,14.440000,14.175000,14.270000,12.156350,3553000
2003-05-15,13.900000,15.997500,12.600000,15.835000,13.489542,27435860
2003-05-16,16.025000,16.735001,15.850000,16.082500,13.700384,20487660
2003-05-19,16.007500,16.334999,15.355000,15.552500,13.248887,8121920
2003-05-20,15.482500,16.750000,15.450000,16.577499,14.122065,17828120
2003-05-21,16.650000,16.985001,15.905000,16.040001,13.664179,10381920
2003-05-22,16.250000,16.750000,15.800000,16.555000,14.102901,16159880
2003-05-23,16.900000,18.450001,16.227501,18.067499,15.391365,34957540
2003-05-26,18.250000,18.837500,17.549999,18.497499,15.757681,14667880
2003-05-27,18.525000,18.735001,18.200001,18.327499,15.612858,8136280
2003-05-28,18.305000,19.200001,18.212500,18.395000,15.670362,12402840
2003-05-29,18.500000,18.817499,18.282499,18.379999,15.657582,5350060
2003-05-30,18.400000,19.299999,18.400000,18.709999,15.938706,9837160
2003-06-02,18.870001,19.322500,18.632500,18.895000,16.096300,6216900
2003-06-03,18.799999,19.299999,18.799999,18.927500,16.123989,4661260
2003-06-04,18.900000,19.987499,18.900000,19.832500,16.894939,13485060
2003-06-05,19.924999,20.200001,19.445000,19.612499,16.707523,4629040
2003-06-06,20.000000,20.000000,19.327499,19.612499,16.707523,3374040
2003-06-09,19.682501,20.639999,19.500000,20.430000,17.403936,8161180
2003-06-10,20.400000,20.420000,19.402500,19.705000,16.786324,3017960
2003-06-11,19.832500,20.084999,19.062500,19.530001,16.637247,4243600
2003-06-12,19.650000,19.942499,19.105000,19.315001,16.454090,2651260
2003-06-13,19.400000,19.820000,19.217501,19.344999,16.479647,2653860
2003-06-16,19.250000,20.415001,19.250000,20.252501,17.252731,10728700
2003-06-17,20.485001,21.070000,20.250000,20.702499,17.636076,9963100
2003-06-18,20.562500,21.889999,20.562500,21.620001,18.417681,10655380
2003-06-19,21.750000,22.100000,21.299999,21.432501,18.257950,7892360
2003-06-20,21.500000,21.947500,21.250000,21.805000,18.575281,3702540
2003-06-23,21.982500,22.347500,21.750000,22.010000,18.749912,5074020
2003-06-24,21.500000,22.112499,21.500000,21.844999,18.609348,4252160
2003-06-25,22.080000,22.750000,21.855000,22.472500,19.143908,4152540
2003-06-26,22.600000,23.700001,22.549999,23.355000,19.895695,4934200
2003-06-27,23.832500,24.975000,23.500000,24.820000,21.143698,11046800
2003-06-30,24.882500,29.075001,24.882500,27.822500,23.701475,31553680
2003-07-01,28.150000,28.570000,27.799999,28.025000,23.873980,11968020
2003-07-02,28.450001,30.385000,28.057501,28.205000,24.027319,18714060
2003-07-03,28.930000,29.105000,28.010000,28.420000,24.210470,8081740
2003-07-04,28.990000,29.000000,28.254999,28.437500,24.225382,6969120
2003-07-07,28.889999,28.889999,27.420000,27.722500,23.616283,4700420
2003-07-08,28.000000,28.309999,25.155001,26.565001,22.630228,13969960
2003-07-09,25.962500,27.450001,25.757502,26.312500,22.415131,10709320
